sample_idx,k_4,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20
87,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
88,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
89,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
90,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
91,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
92,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
93,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
94,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
95,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
96,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
97,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
98,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
99,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
100,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
101,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
102,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
103,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
104,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
105,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
106,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
107,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
108,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
109,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
110,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
111,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
112,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
113,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
114,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
115,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
116,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
117,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
118,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
119,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
120,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
121,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
122,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
123,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
124,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
125,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
126,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
127,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
128,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
129,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
130,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
131,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
132,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
133,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
134,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
135,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
136,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
137,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
138,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
139,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
140,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
141,3,3,3,4,4,5,5,6,6,7,8,8,9,10,11,12,12
142,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
143,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
144,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
145,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
146,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
147,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
148,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
149,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
150,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
151,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
152,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
153,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
154,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
155,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
156,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
157,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
158,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
159,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
160,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
161,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
162,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
163,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
164,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
165,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
166,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
167,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
168,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
169,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
170,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
171,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
172,3,4,5,6,6,7,8,9,9,10,11,12,13,14,15,16,16
173,3,4,5,6,6,7,8,9,9,10,11,12,13,14,15,16,16
174,3,4,5,6,6,7,8,9,9,10,11,12,13,14,15,16,16
175,3,4,5,6,6,7,8,9,9,10,11,12,13,14,15,16,16
176,3,4,5,6,6,7,8,9,9,10,11,12,13,14,15,16,16
177,3,4,5,6,6,7,8,9,9,10,11,12,13,14,15,16,16
178,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
179,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
180,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
181,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
182,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
183,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
184,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
185,3,4,5,6,7,8,9,10,10,11,12,13,14,15,16,17,17
186,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
187,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
188,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
189,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
190,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
191,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
192,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
193,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
194,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
195,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
196,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
197,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
201,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
202,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
203,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
204,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
205,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
206,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
207,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
208,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
209,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,2,2,2,3,3,3,3,4,4,5,5,5,6,7,7,8,8
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
217,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
218,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
219,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
220,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
221,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
222,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
223,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
224,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
225,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
226,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
227,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
228,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
229,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
232,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
233,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
234,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
235,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
236,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
237,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
238,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
239,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
240,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
241,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
242,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
243,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
244,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
245,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
246,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
247,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
248,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
249,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
250,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
251,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
252,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
253,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
254,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
255,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
256,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
257,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
258,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
259,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
260,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
261,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
262,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
263,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
264,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
265,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
266,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
267,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
268,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
269,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
270,1,1,1,2,2,2,2,3,3,4,4,4,5,5,5,5,5
271,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
272,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
273,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
274,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
275,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
276,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
277,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
278,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
279,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
280,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
281,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
282,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
283,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
284,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
285,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
286,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
287,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
288,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
289,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
290,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
291,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
292,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
293,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
294,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
295,3,4,5,6,7,8,9,10,10,11,12,13,14,15,16,17,17
296,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
297,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
298,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
299,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
300,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
301,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
302,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
303,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
304,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
305,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
306,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
307,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
308,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
309,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
310,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2
311,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
312,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
313,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
314,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
315,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
316,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
317,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
318,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
319,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
320,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
321,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
322,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
323,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
324,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
325,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
326,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
327,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
328,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
329,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
330,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
331,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
332,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
333,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
334,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
335,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
336,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
337,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
338,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
339,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
340,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
341,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
342,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
343,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
344,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
345,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
346,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
347,3,3,3,4,4,5,6,7,7,8,9,9,10,11,12,13,13
348,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
349,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
350,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
351,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
352,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
355,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
356,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
357,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
358,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
359,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
360,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
361,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
362,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
363,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
364,2,2,2,3,3,4,4,5,5,6,6,6,7,8,8,9,9
365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
374,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
375,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
376,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
377,3,4,5,6,6,7,8,9,9,10,11,12,13,14,15,16,16
378,3,4,5,6,6,7,8,9,9,10,11,12,13,14,15,16,16
379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,2,2,2,3,3,4,4,5,5,6,6,6,7,8,8,9,9
381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,3,4,5,6,6,7,8,9,9,10,11,11,12,13,14,15,15
383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
