sample_idx,patient_id,condition,task,electrode,file_path,keep_for_clustering,leaf_label,cluster_kmeans_blob_k25_q0p90
2526,EL045,picture,LM,aH_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_aH_L9_TN.npy,True,EL045_aH_L9_picture,12
2529,EL045,picture,LM,aH_R12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_aH_R12_TN.npy,True,EL045_aH_R12_picture,10
2530,EL045,picture,LM,aH_R13,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_aH_R13_TN.npy,True,EL045_aH_R13_picture,3
2535,EL045,picture,LM,aH_R5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_aH_R5_TN.npy,True,EL045_aH_R5_picture,18
2536,EL045,picture,LM,aH_R6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_aH_R6_TN.npy,True,EL045_aH_R6_picture,4
2537,EL045,picture,LM,aH_R7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_aH_R7_TN.npy,True,EL045_aH_R7_picture,4
2538,EL045,picture,LM,aH_R9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_aH_R9_TN.npy,True,EL045_aH_R9_picture,8
2539,EL045,picture,LM,EntG_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_EntG_L10_TN.npy,True,EL045_EntG_L10_picture,6
2540,EL045,picture,LM,EntG_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_EntG_L11_TN.npy,True,EL045_EntG_L11_picture,9
2541,EL045,picture,LM,EntG_L1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_EntG_L1_TN.npy,True,EL045_EntG_L1_picture,22
2542,EL045,picture,LM,EntG_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_EntG_L2_TN.npy,True,EL045_EntG_L2_picture,10
2543,EL045,picture,LM,EntG_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_EntG_L3_TN.npy,True,EL045_EntG_L3_picture,10
2544,EL045,picture,LM,EntG_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_EntG_L4_TN.npy,True,EL045_EntG_L4_picture,14
2545,EL045,picture,LM,EntG_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_EntG_L5_TN.npy,True,EL045_EntG_L5_picture,22
2546,EL045,picture,LM,EntG_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_EntG_L6_TN.npy,True,EL045_EntG_L6_picture,1
2547,EL045,picture,LM,EntG_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_EntG_L7_TN.npy,True,EL045_EntG_L7_picture,10
2548,EL045,picture,LM,EntG_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_EntG_L8_TN.npy,True,EL045_EntG_L8_picture,19
2549,EL045,picture,LM,EntG_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_EntG_L9_TN.npy,True,EL045_EntG_L9_picture,9
2550,EL045,picture,LM,pH_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_pH_L10_TN.npy,True,EL045_pH_L10_picture,21
2551,EL045,picture,LM,pH_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_pH_L11_TN.npy,True,EL045_pH_L11_picture,3
2552,EL045,picture,LM,pH_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_pH_L12_TN.npy,True,EL045_pH_L12_picture,10
2553,EL045,picture,LM,pH_L13,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_pH_L13_TN.npy,True,EL045_pH_L13_picture,3
2555,EL045,picture,LM,pH_L15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_pH_L15_TN.npy,True,EL045_pH_L15_picture,14
2558,EL045,picture,LM,pH_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_pH_L3_TN.npy,True,EL045_pH_L3_picture,22
2559,EL045,picture,LM,pH_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_pH_L4_TN.npy,True,EL045_pH_L4_picture,3
2561,EL045,picture,LM,pH_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_pH_L6_TN.npy,True,EL045_pH_L6_picture,22
2562,EL045,picture,LM,pH_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_pH_L8_TN.npy,True,EL045_pH_L8_picture,22
2563,EL045,picture,LM,pH_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_pH_L9_TN.npy,True,EL045_pH_L9_picture,19
2564,EL045,picture,LM,PlaT_L1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_PlaT_L1_TN.npy,True,EL045_PlaT_L1_picture,10
2568,EL045,picture,LM,PlaT_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_PlaT_L5_TN.npy,True,EL045_PlaT_L5_picture,13
2569,EL045,picture,LM,PlaT_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_PlaT_L6_TN.npy,True,EL045_PlaT_L6_picture,12
2570,EL045,picture,LM,STG_L1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_STG_L1_TN.npy,True,EL045_STG_L1_picture,10
2576,EL045,picture,LM,STG_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_STG_L7_TN.npy,True,EL045_STG_L7_picture,6
2578,EL045,picture,LM,STG_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_STG_L9_TN.npy,True,EL045_STG_L9_picture,5
2580,EL045,picture,LM,TTG_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_TTG_L2_TN.npy,True,EL045_TTG_L2_picture,1
2581,EL045,picture,LM,TTG_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_TTG_L3_TN.npy,True,EL045_TTG_L3_picture,18
2582,EL045,picture,LM,TTG_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_TTG_L4_TN.npy,True,EL045_TTG_L4_picture,8
2583,EL045,picture,LM,TTG_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_TTG_L5_TN.npy,True,EL045_TTG_L5_picture,2
2584,EL045,picture,LM,TTG_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_TTG_L6_TN.npy,True,EL045_TTG_L6_picture,0
2585,EL045,picture,LM,TTG_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_TTG_L7_TN.npy,True,EL045_TTG_L7_picture,3
2586,EL045,picture,LM,TTG_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_TTG_L8_TN.npy,True,EL045_TTG_L8_picture,7
2587,EL045,picture,LM,TTG_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\picture\EL045_picture_None_ERSP_TTG_L9_TN.npy,True,EL045_TTG_L9_picture,4
2588,EL045,reading,LM,A_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_A_L10_TN.npy,True,EL045_A_L10_reading,7
2589,EL045,reading,LM,A_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_A_L11_TN.npy,True,EL045_A_L11_reading,7
2590,EL045,reading,LM,A_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_A_L12_TN.npy,True,EL045_A_L12_reading,10
2591,EL045,reading,LM,A_L1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_A_L1_TN.npy,True,EL045_A_L1_reading,21
2592,EL045,reading,LM,A_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_A_L2_TN.npy,True,EL045_A_L2_reading,6
2593,EL045,reading,LM,A_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_A_L3_TN.npy,True,EL045_A_L3_reading,6
2594,EL045,reading,LM,A_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_A_L4_TN.npy,True,EL045_A_L4_reading,15
2595,EL045,reading,LM,A_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_A_L5_TN.npy,True,EL045_A_L5_reading,15
2596,EL045,reading,LM,A_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_A_L6_TN.npy,True,EL045_A_L6_reading,6
2597,EL045,reading,LM,A_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_A_L7_TN.npy,True,EL045_A_L7_reading,6
2598,EL045,reading,LM,A_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_A_L8_TN.npy,True,EL045_A_L8_reading,4
2599,EL045,reading,LM,A_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_A_L9_TN.npy,True,EL045_A_L9_reading,19
2605,EL045,reading,LM,A_R15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_A_R15_TN.npy,True,EL045_A_R15_reading,14
2611,EL045,reading,LM,A_R6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_A_R6_TN.npy,True,EL045_A_R6_reading,1
2612,EL045,reading,LM,A_R7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_A_R7_TN.npy,True,EL045_A_R7_reading,1
2615,EL045,reading,LM,aH_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_aH_L10_TN.npy,True,EL045_aH_L10_reading,9
2616,EL045,reading,LM,aH_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_aH_L11_TN.npy,True,EL045_aH_L11_reading,7
2617,EL045,reading,LM,aH_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_aH_L12_TN.npy,True,EL045_aH_L12_reading,9
2619,EL045,reading,LM,aH_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_aH_L2_TN.npy,True,EL045_aH_L2_reading,4
2620,EL045,reading,LM,aH_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_aH_L3_TN.npy,True,EL045_aH_L3_reading,1
2621,EL045,reading,LM,aH_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_aH_L4_TN.npy,True,EL045_aH_L4_reading,9
2622,EL045,reading,LM,aH_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_aH_L5_TN.npy,True,EL045_aH_L5_reading,11
2623,EL045,reading,LM,aH_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_aH_L6_TN.npy,True,EL045_aH_L6_reading,6
2624,EL045,reading,LM,aH_L7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_aH_L7_TN.npy,True,EL045_aH_L7_reading,6
2625,EL045,reading,LM,aH_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_aH_L8_TN.npy,True,EL045_aH_L8_reading,5
2626,EL045,reading,LM,aH_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_aH_L9_TN.npy,True,EL045_aH_L9_reading,19
2629,EL045,reading,LM,aH_R12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_aH_R12_TN.npy,True,EL045_aH_R12_reading,6
2637,EL045,reading,LM,aH_R7,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_aH_R7_TN.npy,True,EL045_aH_R7_reading,11
2639,EL045,reading,LM,EntG_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_EntG_L10_TN.npy,True,EL045_EntG_L10_reading,6
2640,EL045,reading,LM,EntG_L11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_EntG_L11_TN.npy,True,EL045_EntG_L11_reading,5
2641,EL045,reading,LM,EntG_L1,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_EntG_L1_TN.npy,True,EL045_EntG_L1_reading,15
2642,EL045,reading,LM,EntG_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_EntG_L2_TN.npy,True,EL045_EntG_L2_reading,14
2643,EL045,reading,LM,EntG_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_EntG_L3_TN.npy,True,EL045_EntG_L3_reading,0
2644,EL045,reading,LM,EntG_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_EntG_L4_TN.npy,True,EL045_EntG_L4_reading,1
2645,EL045,reading,LM,EntG_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_EntG_L5_TN.npy,True,EL045_EntG_L5_reading,21
2646,EL045,reading,LM,EntG_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_EntG_L6_TN.npy,True,EL045_EntG_L6_reading,1
2649,EL045,reading,LM,EntG_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_EntG_L9_TN.npy,True,EL045_EntG_L9_reading,9
2650,EL045,reading,LM,pH_L10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_pH_L10_TN.npy,True,EL045_pH_L10_reading,4
2652,EL045,reading,LM,pH_L12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_pH_L12_TN.npy,True,EL045_pH_L12_reading,12
2653,EL045,reading,LM,pH_L13,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_pH_L13_TN.npy,True,EL045_pH_L13_reading,12
2655,EL045,reading,LM,pH_L15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_pH_L15_TN.npy,True,EL045_pH_L15_reading,11
2658,EL045,reading,LM,pH_L3,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_pH_L3_TN.npy,True,EL045_pH_L3_reading,0
2661,EL045,reading,LM,pH_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_pH_L6_TN.npy,True,EL045_pH_L6_reading,1
2662,EL045,reading,LM,pH_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_pH_L8_TN.npy,True,EL045_pH_L8_reading,14
2663,EL045,reading,LM,pH_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_pH_L9_TN.npy,True,EL045_pH_L9_reading,7
2668,EL045,reading,LM,PlaT_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_PlaT_L5_TN.npy,True,EL045_PlaT_L5_reading,5
2669,EL045,reading,LM,PlaT_L6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_PlaT_L6_TN.npy,True,EL045_PlaT_L6_reading,19
2671,EL045,reading,LM,STG_L2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_STG_L2_TN.npy,True,EL045_STG_L2_reading,5
2673,EL045,reading,LM,STG_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_STG_L4_TN.npy,True,EL045_STG_L4_reading,13
2678,EL045,reading,LM,STG_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_STG_L9_TN.npy,True,EL045_STG_L9_reading,3
2682,EL045,reading,LM,TTG_L4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_TTG_L4_TN.npy,True,EL045_TTG_L4_reading,7
2683,EL045,reading,LM,TTG_L5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_TTG_L5_TN.npy,True,EL045_TTG_L5_reading,4
2686,EL045,reading,LM,TTG_L8,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_TTG_L8_TN.npy,True,EL045_TTG_L8_reading,1
2687,EL045,reading,LM,TTG_L9,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\EL045\LM\ERSP_matrix\reading\EL045_reading_None_ERSP_TTG_L9_TN.npy,True,EL045_TTG_L9_reading,9
2887,PAT_3066,audio,LM,FOG15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\audio\PAT_3066_audio_WM_ERSP_FOG15_TN.npy,True,PAT_3066_FOG15_audio,3
2960,PAT_3066,audio,LM,IMG18,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\audio\PAT_3066_audio_WM_ERSP_IMG18_TN.npy,True,PAT_3066_IMG18_audio,2
3053,PAT_3066,picture,LM,FOG15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\picture\PAT_3066_picture_WM_ERSP_FOG15_TN.npy,True,PAT_3066_FOG15_picture,5
3219,PAT_3066,reading,LM,FOG15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\reading\PAT_3066_reading_WM_ERSP_FOG15_TN.npy,True,PAT_3066_FOG15_reading,9
3292,PAT_3066,reading,LM,IMG18,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3066\LM\ERSP_matrix\reading\PAT_3066_reading_WM_ERSP_IMG18_TN.npy,True,PAT_3066_IMG18_reading,0
3324,PAT_3301,picture,LM,AG6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_AG6_TN.npy,True,PAT_3301_AG6_picture,11
3356,PAT_3301,picture,LM,CPG10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_CPG10_TN.npy,True,PAT_3301_CPG10_picture,0
3370,PAT_3301,picture,LM,FOD11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_FOD11_TN.npy,True,PAT_3301_FOD11_picture,17
3371,PAT_3301,picture,LM,FOD12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_FOD12_TN.npy,True,PAT_3301_FOD12_picture,16
3420,PAT_3301,picture,LM,IAD2,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_IAD2_TN.npy,True,PAT_3301_IAD2_picture,1
3441,PAT_3301,picture,LM,IMD10,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_IMD10_TN.npy,True,PAT_3301_IMD10_picture,22
3442,PAT_3301,picture,LM,IMD12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_IMD12_TN.npy,True,PAT_3301_IMD12_picture,15
3443,PAT_3301,picture,LM,IMD13,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_IMD13_TN.npy,True,PAT_3301_IMD13_picture,17
3451,PAT_3301,picture,LM,IMD4,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_IMD4_TN.npy,True,PAT_3301_IMD4_picture,3
3452,PAT_3301,picture,LM,IMD5,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_IMD5_TN.npy,True,PAT_3301_IMD5_picture,4
3453,PAT_3301,picture,LM,IMD6,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3301\LM\ERSP_matrix\picture\PAT_3301_picture_WM_ERSP_IMD6_TN.npy,True,PAT_3301_IMD6_picture,24
3506,PAT_3390,audio,LM,CPG11,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_CPG11_TN.npy,True,PAT_3390_CPG11_audio,0
3507,PAT_3390,audio,LM,CPG12,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_CPG12_TN.npy,True,PAT_3390_CPG12_audio,13
3508,PAT_3390,audio,LM,CPG13,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_CPG13_TN.npy,True,PAT_3390_CPG13_audio,2
3509,PAT_3390,audio,LM,CPG14,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_CPG14_TN.npy,True,PAT_3390_CPG14_audio,13
3510,PAT_3390,audio,LM,CPG15,..\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3390\LM\ERSP_matrix\audio\PAT_3390_audio_WM_ERSP_CPG15_TN.npy,True,PAT_3390_CPG15_audio,20
